Date,cencppprivnonres,cencppprivres,cencpppub,cencpptot,cenhfs-supplymsa,cenhs-usmsa,cennewhsavgm,cennewhsmedm,Date,NAV
2009-03,382678,246825,325481,954984,11,339,259800,205100,2009-03,5.31
2009-03,382678,246825,325481,954984,11,339,259800,205100,2009-03,5.41
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.54
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.85
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.94
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.83
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.62
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.74
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.96
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.99
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.78
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.91
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6.09
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6.19
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.76
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6.03
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6.04
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,5.98
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6.15
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6.07
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6.31
2009-04,367807,242889,318896,929593,10.7,337,269800,219200,2009-04,6.27
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.28
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.57
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.54
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.63
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.44
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.74
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.56
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.59
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.26
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.39
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.32
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.61
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.58
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.51
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.39
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.35
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.65
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.49
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.52
2009-05,363286,230880,317075,911241,9.3,376,274600,222300,2009-05,6.64
2009-06,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.9
2009-07,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.95
2009-08,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.86
2009-09,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,7
2009-10,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.99
2009-11,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.93
2009-12,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.97
2009-13,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.94
2009-14,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.97
2009-15,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.94
2009-16,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.73
2009-17,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.62
2009-18,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.62
2009-19,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.66
2009-20,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.7
2009-21,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.42
2009-22,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.38
2009-23,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.44
2009-24,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.62
2009-25,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.7
2009-26,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.71
2009-06,352549,228477,320961,901987,8.5,393,274800,214700,2009-06,6.66
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.79
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.52
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.49
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.37
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.32
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.34
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.35
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.53
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.58
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.84
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.94
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.9
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,6.96
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7.01
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7.23
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7.26
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7.32
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7.33
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7.29
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7.42
2009-07,342729,234280,322593,899601,7.9,411,271100,214200,2009-07,7.43
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.58
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.65
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.59
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.52
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.74
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.74
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.6
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.74
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.79
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.63
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.41
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.54
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.61
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.69
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.88
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.86
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.93
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.93
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.95
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.92
2009-08,332589,242600,314453,889643,7.5,418,257800,207100,2009-08,7.8
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,7.6
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,7.55
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,7.65
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,7.76
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,7.85
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,7.99
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.11
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.09
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.16
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.25
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.43
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.37
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.4
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.38
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.44
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.35
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.18
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.13
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.34
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.32
2009-09,321297,248091,310870,880259,7.8,386,290300,216600,2009-09,8.21
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,7.92
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,7.85
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.02
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.17
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.18
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.26
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.35
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.36
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.33
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.51
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.51
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.39
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.47
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.36
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.23
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.37
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.17
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,8.04
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,7.96
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,7.69
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,7.9
2009-10,307252,254256,307866,869374,7.4,396,263800,215100,2009-10,7.64
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.62
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.73
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.65
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.88
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.87
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8.06
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8.07
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.9
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.97
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8.17
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8.17
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8.14
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.95
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.92
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8.05
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8.01
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,8.02
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.82
2009-11,297049,251048,302635,850732,7.6,375,274700,218800,2009-11,7.85
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,7.96
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.04
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,7.93
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.11
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.12
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.05
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.05
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.03
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.1
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.22
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.17
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.23
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.14
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.2
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.31
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.39
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.46
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.49
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.48
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.49
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.49
2009-12,286770,245465,300330,832565,8,352,278300,222600,2009-12,8.39
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.59
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.57
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.58
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.67
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.72
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.7
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.58
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.69
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.74
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.63
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.76
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.66
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.52
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.36
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.38
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.34
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.41
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.27
2010-01,265226,255049,295857,816132,8.1,346,283400,218200,2010-01,8.18
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.32
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.4
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.34
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.05
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.09
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.02
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.16
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.17
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.29
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.36
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.51
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.56
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.64
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.69
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.71
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.59
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.67
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.68
2010-02,264648,240894,290265,795808,8,344,284100,221900,2010-02,8.65
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,8.83
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,8.9
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,8.91
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,8.97
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.12
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.14
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.18
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.25
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.28
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.26
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.23
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.32
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.4
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.37
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.25
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.36
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.46
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.38
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.31
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.32
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.38
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.39
2010-03,265447,242785,297753,805985,7,385,262900,224800,2010-03,9.33
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.43
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.62
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.68
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.67
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.68
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.72
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.75
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.76
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.98
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.03
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.89
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.87
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.02
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.09
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.23
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.35
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.3
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.02
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.05
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,10.25
2010-04,265825,251782,306401,824008,6.2,420,270500,208300,2010-04,9.96
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,10.13
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.79
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.64
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.29
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.01
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.53
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.59
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.86
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.75
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.53
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.55
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.37
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.26
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,8.76
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,8.9
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,8.77
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,8.75
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,8.79
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.2
2010-05,262759,244245,309314,816318,9.2,281,281100,230500,2010-05,9.08
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.75
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,9
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,9.07
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.63
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.42
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.4
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.4
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.7
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.82
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.86
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,9.1
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,9.05
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,9.02
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,9.04
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.95
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.77
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.75
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.59
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.75
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.7
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.33
2010-06,262842,241400,312059,816302,8.2,307,256700,219500,2010-06,8.23
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.16
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.08
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,7.98
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.28
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.41
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.54
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.46
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.75
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.7
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.64
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.31
2010-07,250462,233762,304301,788524,9,279,252100,212100,2010-07,8.34
